id,choice_text,question_id,set_id,question_type
2819,Comparative_genomics,2,6,M
2820,Orthogenesis,2,6,M
2821,Vitalism,2,6,M
2822,Organism,2,6,M
2823,Evolution,2,6,M
2824,Molecule,3,6,M
2825,Protein,3,6,M
2826,Polymerization,3,6,M
2827,Monomers,3,6,M
2828,Atoms,3,6,M
2829,Biopolymers,3,6,M
2830,Nucleic_acid,3,6,M
2831,Carbohydrate,3,6,M
2832,Lipid,3,6,M
2833,Chemical_substance,4,6,M
2834,Plant,4,6,M
2835,Fungus,4,6,M
2836,Protist,4,6,M
2837,Metabolism,4,6,M
2838,Excretion,4,6,M
2839,Hair,4,6,M
2840,Carbohydrate,4,6,M
2841,Lipid,4,6,M
2842,Protein_(nutrient),4,6,M
2843,Histamine,5,6,M
2844,Heparin,5,6,M
2845,Granulocyte,5,6,M
2846,CFU-GEMM,5,6,M
2847,Allergy,5,6,M
2848,Anaphylaxis,5,6,M
2849,Angiogenesis,5,6,M
2850,Immune_tolerance,5,6,M
2851,Pathogen,5,6,M
2852,Basophil_granulocyte,5,6,M
2853,White_blood_cell,5,6,M
2854,Hermaphrodite,6,6,M
2855,Organism,6,6,M
2856,Sexual_reproduction,6,6,M
2857,Fertilization,6,6,M
2858,Germ_cell,6,6,M
2859,Gamete,6,6,M
2860,Sex_organ,6,6,M
2861,Insemination,6,6,M
2862,Internal_fertilization,6,6,M
2863,External_fertilization,6,6,M
2864,Electric_potential,7,6,M
2865,Cell_membrane,7,6,M
2866,Lipid_bilayer,7,6,M
2867,Protein,7,6,M
2868,Transmembrane_proteins,7,6,M
2869,Organisms,8,6,M
2870,Energy,8,6,M
2871,Protein,8,6,M
2872,Lipid,8,6,M
2873,Nucleic_acid,8,6,M
2874,Carbohydrate,8,6,M
2875,Enzyme,8,6,M
2876,Digestion,8,6,M
2877,Catabolic,8,6,M
2878,Cellular_respiration,8,6,M
2879,Mitosis,9,6,M
2880,Eukaryote,9,6,M
2881,Cell_cycle,9,6,M
2882,Anaphase,9,6,M
2883,Chromosome,9,6,M
2884,DNA_sequence,9,6,M
2885,Cell_cycle,9,6,M
2886,Prometaphase,9,6,M
2887,Anaphase,9,6,M
2888,Microtubule,9,6,M
2889,Allele_frequencies,10,6,M
2890,Mutation,10,6,M
2891,Natural_selection,10,6,M
2892,Artificial_selection,10,6,M
2893,Gene_flow,10,6,M
2894,Genetic_drift,10,6,M
2895,Macroevolution,10,6,M
2896,Population_genetics,10,6,M
2897,Ecological_genetics,10,6,M
2898,Evolution,10,6,M
2899,Cell_cycle,11,6,M
2900,Chromosomes,11,6,M
2901,Interphase,11,6,M
2902,Cytokinesis,11,6,M
2903,Cytoplasm,11,6,M
2904,Organelle,11,6,M
2905,Cell_membrane,11,6,M
2906,Cell_division,11,6,M
2907,Prophase,11,6,M
2908,Molecule,12,6,M
2909,Reversible_reaction,12,6,M
2910,Wikipedia:Citing_sources,12,6,M
2911,Ligand,12,6,M
2912,PH_indicator,12,6,M
2913,PH,12,6,M
2914,Molecular_computer,12,6,M
2915,Allosteric_regulation,12,6,M
2916,Visual_perception,12,6,M
2917,Molecular_machine,12,6,M
2918,Organism,13,6,M
2919,Unicellular_organism,13,6,M
2920,Embryophyte,13,6,M
2921,Fungi,13,6,M
2922,Algae,13,6,M
2923,Slime_mold,13,6,M
2924,Dictyostelium,13,6,M
2925,Cell_division,13,6,M
2926,Colonial_organism,13,6,M
2927,Science,14,6,M
2928,Nervous_system,14,6,M
2929,Multidisciplinary_approach,14,6,M
2930,Anatomy,14,6,M
2931,Neuron,14,6,M
2932,Neural_circuit,14,6,M
2933,Neuroimaging,14,6,M
2934,Brain,14,6,M
2935,Synapse,15,6,M
2936,Nervous_tissue,15,6,M
2937,Sponge,15,6,M
2938,Placozoa,15,6,M
2939,Plant,15,6,M
2940,Fungi,15,6,M
2941,Sensory_neuron,15,6,M
2942,Sense,15,6,M
2943,Motor_neuron,15,7,M
2944,Biopolymer,1,7,M
2945,Biomolecule,1,7,M
2946,Life,1,7,M
2947,Nucleotide,1,7,M
2948,Monomer,1,7,M
2949,Pentose,1,7,M
2950,Phosphate,1,7,M
2951,Nitrogenous_base,1,7,M
2952,Sugar,1,7,M
2953,Ribose,1,7,M
2954,Organism,2,7,M
2955,Sexual_reproduction,2,7,M
2956,Bird,2,7,M
2957,Adult,2,7,M
2958,Infant,2,7,M
2959,Multicellular_organism,3,7,M
2960,Plant,3,7,M
2961,Fungi,3,7,M
2962,Unicellular_organism,3,7,M
2963,Microorganism,3,7,M
2964,Protist,3,7,M
2965,Bacteria,3,7,M
2966,Archaea,3,7,M
2967,Reproduction,3,7,M
2968,Homeostasis,3,7,M
2969,Cilia,4,7,M
2970,Basal_body,4,7,M
2971,Ciliate,4,7,M
2972,Symbiont,4,7,M
2973,Ecospace,4,7,M
2974,Sesamoid,4,7,M
2975,Thumb,4,7,M
2976,Giant_panda,4,7,M
2977,Primate,4,7,M
2978,Hominini,4,7,M
2979,Microorganism,5,7,M
2980,Virus,5,7,M
2981,Bacterium,5,7,M
2982,Protozoan,5,7,M
2983,Prion,5,7,M
2984,Viroid,5,7,M
2985,Fungus,5,7,M
2986,Parasite,5,7,M
2987,Genetics,6,7,M
2988,Organism,6,7,M
2989,Behavior,6,7,M
2990,Gene_expression,6,7,M
2991,Genotype,6,7,M
2992,Multicellular,7,7,M
2993,Photosynthetic,7,7,M
2994,Eukaryote,7,7,M
2995,Algae,7,7,M
2996,Fungi,7,7,M
2997,Prokaryote,7,7,M
2998,Archaea,7,7,M
2999,Bacteria,7,7,M
3000,Clade,7,7,M
3001,Biological_cell,8,7,M
3002,Organism,8,7,M
3003,Homologous_chromosome,8,7,M
3004,Chromosome,8,7,M
3005,Cell_nucleus,8,7,M
3006,Eukaryotes,8,7,M
3007,Diploid,8,7,M
3008,Muscle,8,7,M
3009,Prokaryotes,8,7,M
3010,Bacterium,8,7,M
3011,Organism,9,7,M
3012,Species,9,7,M
3013,Geographical_area,9,7,M
3014,Sex,9,7,M
3015,Interbreeding,9,7,M
3016,Crossbreed,9,7,M
3017,Human,9,7,M
3018,Biomolecule,10,7,M
3019,Macromolecule,10,7,M
3020,Amino_acid,10,7,M
3021,Enzyme_catalysis,10,7,M
3022,DNA_replication,10,7,M
3023,Cell_signaling,10,7,M
3024,Cytoskeleton,10,7,M
3025,Scleroprotein,10,7,M
3026,Intracellular_transport,10,7,M
3027,Nucleotide_sequence,10,7,M
3028,Polymer,11,7,M
3029,Genetic_code,11,7,M
3030,Regulatory_RNA,11,7,M
3031,RNA_splicing,11,7,M
3032,Gene,11,7,M
3033,DNA,11,7,M
3034,Nucleic_acid,11,7,M
3035,Lipid,11,7,M
3036,Protein,11,7,M
3037,Carbohydrate,11,7,M
3038,Vascular_tissue,12,7,M
3039,Parenchyma,12,7,M
3040,Ancient_Greek,12,7,M
3041,Pith,12,7,M
3042,Endosperm,12,7,M
3043,Seeds,12,7,M
3044,Meristematic,12,7,M
3045,Cell_division,12,7,M
3046,Cellulose,12,7,M
3047,Cell_wall,12,7,M
3048,Reproduction,13,7,M
3049,Biological_life_cycle,13,7,M
3050,Gamete,13,7,M
3051,Sperm,13,7,M
3052,Egg_cell,13,7,M
3053,Chromosome,13,7,M
3054,Haploid,13,7,M
3055,Diploid,13,7,M
3056,Multicellular_organism,13,7,M
3057,Eukaryotes,13,7,M
3058,Evolution,14,7,M
3059,Species,14,7,M
3060,Natural_selection,14,7,M
3061,Sexual_selection,14,7,M
3062,Population,14,7,M
3063,Allopatric_speciation,14,7,M
3064,Peripatric_speciation,14,7,M
3065,Sympatric_speciation,14,7,M
3066,Gamete,15,7,M
3067,Anisogamous,15,7,M
3068,Sexual_reproduction,15,7,M
3069,Motile,15,7,M
3070,Flagellum,15,7,M
3071,Spermatozoa,15,7,M
3072,Red_algae,15,7,M
3073,Fungi,15,7,M
3074,Flowering_plants,15,7,M
3075,Pollen,15,7,M
